ID_Livraison,Date_Livraison,ID_Entreprise,ID_Route,ID_Vehicule,ID_Client,Distance_km,Duree_heures,Carburant_litres,Poids_Tonnes,NbColis,Cout_Carburant_FCFA,Cout_Peage_FCFA,Cout_Chauffeur_FCFA,Cout_Maintenance_FCFA,Cout_Assurance_FCFA,Cout_Total_FCFA,Prix_Facture_FCFA,Marge_FCFA,Taux_Marge_Pourcent,Statut_Livraison,Satisfaction_Client
L02091,2020-11-01,E002,R010,V001,C0309,340,7.28,116.62,14.54,149,75803,8412,25461,6253,6418,122347,735486,613139,83.37,Livrée,5
L02092,2020-11-01,E002,R003,V005,C0014,165,2.86,20.77,1.08,55,13500,4787,6654,4136,6431,35508,18158,-17350,-95.55,Livrée,5
L02093,2020-11-01,E005,R003,V008,C0149,165,2.27,30.78,3.56,130,20007,3718,5214,4390,8128,41457,76971,35514,46.14,Livrée,4
L02094,2020-11-01,E001,R003,V002,C0369,165,3.73,42.99,10.57,132,27944,4911,7474,2596,6995,49920,193951,144031,74.26,Livrée,5
L02095,2020-11-01,E004,R012,V002,C0251,35,0.55,10.97,11.05,146,7130,0,1568,779,8256,17733,34860,17127,49.13,Livrée,5
L02096,2020-11-01,E003,R007,V008,C0057,620,16.48,124.48,3.01,12,80912,13031,43125,12289,9197,158554,161821,3267,2.02,Livrée,5
L02097,2020-11-02,E001,R004,V003,C0347,275,6.25,111.75,15.71,155,72638,5630,19819,7709,8446,114242,348311,234069,67.2,Livrée,4
L02098,2020-11-02,E002,R004,V006,C0302,275,5.82,95.97,9.66,129,62380,5635,20368,7269,7371,103023,396040,293017,73.99,Livrée,5
L02099,2020-11-02,E005,R003,V007,C0410,165,2.85,44.37,6.69,137,28840,5558,7113,4290,5593,51394,153483,102089,66.51,Livrée,5
L02100,2020-11-02,E005,R010,V001,C0347,340,7.23,130.79,16.92,119,85014,10004,15495,7868,11192,129573,861187,731614,84.95,Livrée,5
L02101,2020-11-02,E003,R011,V005,C0408,275,6.16,30.86,0.94,117,20059,9513,15591,5569,6492,57224,28449,-28775,-101.15,Livrée,4
L02102,2020-11-02,E005,R009,V007,C0133,120,1.59,38.58,10.3,197,25077,2895,4363,2486,8994,43815,125360,81545,65.05,Livrée,5
L02103,2020-11-02,E005,R002,V001,C0170,340,7.8,131.17,16.73,193,85260,8825,21179,6354,10287,131905,680354,548449,80.61,Livrée,5
L02104,2020-11-03,E001,R004,V004,C0102,275,5.91,48.87,3.22,128,31766,8543,12021,4242,10013,66585,115874,49289,42.54,Livrée,5
L02105,2020-11-03,E004,R008,V007,C0476,235,3.58,77.23,9.83,6,50200,8008,9533,4291,11246,83278,202223,118945,58.82,En retard,3
L02106,2020-11-03,E003,R006,V003,C0106,195,3.82,84.94,21.54,102,55211,4439,8970,3957,6887,79464,417944,338480,80.99,Livrée,5
L02107,2020-11-03,E001,R014,V007,C0171,165,2.32,51.65,7.87,175,33572,3579,6296,4560,7579,55586,182498,126912,69.54,Livrée,5
L02108,2020-11-03,E004,R007,V006,C0128,620,16.43,246.58,11.75,60,160277,16265,48375,10433,8859,244209,646910,402701,62.25,Livrée,5
L02109,2020-11-03,E001,R013,V007,C0250,420,7.4,118.9,10.4,126,77285,13391,20583,10320,6947,128526,613112,484586,79.04,Livrée,5
L02110,2020-11-03,E006,R007,V007,C0032,620,15.17,171.51,10.03,8,111482,16069,50696,14480,7313,200040,658590,458550,69.63,Livrée,5
L02111,2020-11-04,E001,R002,V007,C0216,340,7.21,93.95,9.48,52,61068,8519,24495,10067,7184,111333,341005,229672,67.35,Livrée,5
L02112,2020-11-04,E005,R004,V002,C0262,275,6.27,81.4,8.55,35,52910,8094,12859,7217,11845,92925,348898,255973,73.37,Livrée,5
L02113,2020-11-04,E004,R010,V001,C0330,340,6.42,110.4,14.49,101,71760,7904,18122,7945,9244,114975,670741,555766,82.86,Livrée,5
L02114,2020-11-04,E003,R010,V006,C0494,340,6.5,123.17,10.48,112,80060,6935,21612,6323,8845,123775,294782,171007,58.01,Livrée,4
L02115,2020-11-04,E003,R006,V008,C0244,195,3.86,37.62,2.95,6,24453,5210,11310,3478,10623,55074,67130,12056,17.96,Livrée,5
L02116,2020-11-04,E004,R003,V003,C0451,165,2.5,76.53,19.6,54,49744,4464,7124,2937,6027,70296,346086,275790,79.69,Livrée,5
L02117,2020-11-04,E005,R009,V008,C0391,120,2.69,27.24,2.89,98,17706,3177,9082,3389,6162,39516,40510,994,2.45,Livrée,5
L02118,2020-11-05,E002,R013,V002,C0285,420,7.15,126.14,7.04,22,81991,8932,21921,12135,10345,135324,338041,202717,59.97,Livrée,4
L02119,2020-11-05,E001,R004,V001,C0290,275,5.84,90.07,13.9,125,58545,8445,18802,7982,9285,103059,558191,455132,81.54,Livrée,5
L02120,2020-11-05,E005,R010,V005,C0263,340,7.25,45.69,0.79,146,29698,9692,19967,8840,9627,77824,29151,-48673,-166.97,Livrée,4
L02121,2020-11-05,E006,R013,V003,C0337,420,7.17,201.48,22.23,179,130962,10358,21682,6773,6015,175790,1095022,919232,83.95,Livrée,5
L02122,2020-11-05,E004,R002,V001,C0333,340,7.6,113.38,16.37,130,73697,8304,24154,9870,5650,121675,535174,413499,77.26,Livrée,4
L02123,2020-11-05,E001,R006,V002,C0314,195,3.61,56.0,7.66,47,36400,6118,8257,4279,5845,60899,172306,111407,64.66,Livrée,5
L02124,2020-11-05,E003,R001,V002,C0085,420,6.91,127.77,9.33,98,83050,12808,14804,12307,10213,133182,362292,229110,63.24,Livrée,5
L02125,2020-11-06,E002,R006,V005,C0415,195,4.44,24.03,0.78,15,15620,6540,11415,4442,10196,48213,14422,-33791,-234.3,Livrée,5
L02126,2020-11-06,E006,R013,V003,C0329,420,7.43,193.86,22.0,126,126009,14430,19774,8062,11047,179322,915873,736551,80.42,Livrée,5
L02127,2020-11-06,E003,R012,V003,C0045,35,0.15,16.16,21.13,169,10504,0,427,654,9696,21281,73769,52488,71.15,Livrée,5
L02128,2020-11-06,E004,R010,V006,C0303,340,7.58,116.52,10.65,154,75738,8948,18076,5168,11290,119220,377534,258314,68.42,Livrée,4
L02129,2020-11-06,E001,R001,V001,C0333,420,7.49,157.54,16.64,121,102401,13186,18810,9851,6892,151140,678183,527043,77.71,Livrée,5
L02130,2020-11-06,E004,R014,V006,C0465,165,2.99,53.97,12.57,57,35080,5552,10251,3867,8098,62848,249336,186488,74.79,Livrée,4
L02131,2020-11-07,E001,R008,V002,C0200,235,3.68,71.48,9.92,50,46462,5782,8608,5491,10356,76699,240429,163730,68.1,Livrée,4
L02132,2020-11-07,E005,R005,V008,C0201,185,3.65,35.79,2.77,86,23264,5898,9262,3889,7013,49326,41604,-7722,-18.56,Livrée,4
L02133,2020-11-07,E002,R006,V002,C0329,195,4.84,50.21,8.44,118,32636,4723,13267,3423,5818,59867,226157,166290,73.53,Annulée,2
L02134,2020-11-07,E005,R002,V007,C0168,340,6.63,107.18,9.68,7,69667,9539,17743,9872,9915,116736,462595,345859,74.76,Livrée,5
L02135,2020-11-07,E005,R002,V005,C0240,340,6.74,37.27,1.32,73,24226,7059,20239,6050,11465,69039,47844,-21195,-44.3,Livrée,5
L02136,2020-11-07,E004,R012,V005,C0372,35,0.13,4.25,1.17,171,2762,0,444,1007,10669,14882,4752,-10130,-213.17,Livrée,5
L02137,2020-11-07,E002,R009,V008,C0286,120,2.88,21.72,3.36,188,14118,2853,6907,1978,6578,32434,56536,24102,42.63,Livrée,5
L02138,2020-11-08,E001,R003,V008,C0190,165,2.29,30.61,2.55,21,19896,5563,5121,3892,6593,41065,54565,13500,24.74,Livrée,5
L02139,2020-11-08,E001,R006,V003,C0071,195,3.97,87.17,18.53,92,56660,5273,13565,4195,6394,86087,488162,402075,82.37,Livrée,4
L02140,2020-11-08,E006,R010,V008,C0145,340,6.88,64.87,3.8,98,42166,11464,17743,9028,11927,92328,166656,74328,44.6,Livrée,5
L02141,2020-11-08,E003,R005,V006,C0359,185,3.05,62.67,11.38,157,40736,5393,8734,4887,11111,70861,222566,151705,68.16,Livrée,4
L02142,2020-11-08,E006,R014,V002,C0486,165,2.63,48.52,7.55,142,31538,4489,8379,4201,10387,58994,152488,93494,61.31,Livrée,5
L02143,2020-11-08,E006,R012,V007,C0389,35,0.58,9.16,10.64,170,5954,0,1308,556,10939,18757,51114,32357,63.3,Livrée,5
L02144,2020-11-08,E001,R004,V001,C0209,275,6.36,104.91,13.23,179,68192,5508,17103,4169,6965,101937,457717,355780,77.73,Livrée,5
L02145,2020-11-09,E004,R010,V007,C0360,340,7.53,96.13,10.6,14,62484,9937,18022,7548,5173,103164,344922,241758,70.09,Livrée,5
L02146,2020-11-09,E005,R002,V004,C0378,340,7.38,56.31,2.82,151,36602,7022,23605,8732,10821,86782,102144,15362,15.04,Livrée,4
L02147,2020-11-09,E005,R008,V001,C0385,235,3.67,82.72,9.78,10,53768,7310,10272,5928,7050,84328,335540,251212,74.87,Livrée,5
L02148,2020-11-09,E005,R010,V005,C0208,340,6.52,36.91,1.26,20,23991,7979,16310,6330,10582,65192,55183,-10009,-18.14,Livrée,5
L02149,2020-11-09,E002,R007,V001,C0465,620,16.11,199.97,13.02,165,129980,14048,35826,18033,9887,207774,767824,560050,72.94,Livrée,5
L02150,2020-11-09,E001,R011,V008,C0222,275,5.84,60.43,3.04,17,39280,8160,19451,7545,6385,80821,79766,-1055,-1.32,Livrée,5
L02151,2020-11-09,E004,R002,V002,C0287,340,6.77,104.04,10.71,96,67626,11086,13630,5136,6024,103502,541852,438350,80.9,Livrée,4
L02152,2020-11-10,E002,R006,V006,C0163,195,3.59,71.52,12.82,178,46488,6806,7983,4605,7410,73292,302871,229579,75.8,Livrée,5
L02153,2020-11-10,E003,R014,V008,C0365,165,3.04,36.23,2.87,13,23549,5703,10489,4429,8411,52581,45556,-7025,-15.42,Livrée,5
L02154,2020-11-10,E004,R008,V008,C0072,235,3.75,43.28,4.01,177,28132,6546,8211,6143,7329,56361,81062,24701,30.47,En retard,2
L02155,2020-11-10,E006,R007,V007,C0240,620,15.08,175.93,10.25,148,114354,20642,43647,11971,11583,202197,903617,701420,77.62,Livrée,5
L02156,2020-11-10,E004,R015,V003,C0414,45,1.13,20.99,14.69,25,13643,0,2567,785,6113,23108,91644,68536,74.79,Livrée,5
L02157,2020-11-10,E004,R001,V006,C0127,420,7.56,159.78,12.23,59,103857,10140,17698,7879,10114,149688,419011,269323,64.28,Livrée,4
L02158,2020-11-10,E005,R005,V004,C0487,185,3.29,37.82,3.08,158,24583,4515,9910,3622,7202,49832,57315,7483,13.06,Livrée,5
L02159,2020-11-11,E004,R002,V003,C0085,340,7.44,132.11,13.08,135,85872,10228,24810,6014,11035,137959,602030,464071,77.08,Livrée,5
L02160,2020-11-11,E006,R006,V004,C0015,195,4.79,31.77,2.59,44,20650,5524,12259,4274,8756,51463,64434,12971,20.13,Livrée,5
L02161,2020-11-11,E006,R007,V004,C0248,620,15.72,115.56,2.78,191,75114,14956,44449,14100,7445,156064,197104,41040,20.82,Livrée,5
L02162,2020-11-11,E001,R014,V002,C0482,165,3.39,49.07,6.45,146,31896,4883,11321,3053,7579,58732,148006,89274,60.32,Livrée,5
L02163,2020-11-11,E004,R014,V002,C0312,165,3.24,42.45,7.13,110,27593,4027,8260,3759,8336,51975,170363,118388,69.49,Livrée,5
L02164,2020-11-11,E005,R007,V008,C0444,620,15.94,140.26,3.84,106,91169,18402,46820,16459,6875,179725,263538,83813,31.8,Livrée,5
L02165,2020-11-11,E004,R003,V005,C0283,165,2.67,21.41,1.22,177,13916,5579,6264,2660,12000,40419,18131,-22288,-122.93,Livrée,4
L02166,2020-11-12,E003,R007,V005,C0002,620,15.23,69.96,1.26,161,45474,15148,35413,18371,7541,121947,83601,-38346,-45.87,Livrée,5
L02167,2020-11-12,E003,R015,V004,C0074,45,0.85,9.25,2.8,128,6012,0,1915,935,10534,19396,17606,-1790,-10.17,Livrée,4
L02168,2020-11-12,E005,R005,V006,C0064,185,3.91,60.21,15.01,184,39136,5251,9864,2916,7924,65091,342766,277675,81.01,Livrée,5
L02169,2020-11-12,E001,R008,V005,C0261,235,3.73,32.22,1.07,172,20943,7828,8776,5714,7538,50799,33066,-17733,-53.63,Livrée,5
L02170,2020-11-12,E001,R015,V002,C0347,45,0.68,13.8,7.14,158,8970,0,1860,1317,10717,22864,37086,14222,38.35,Livrée,5
L02171,2020-11-12,E006,R012,V005,C0324,35,1.54,4.29,1.29,170,2788,0,4742,775,7601,15906,3839,-12067,-314.33,Livrée,5
L02172,2020-11-12,E006,R008,V004,C0239,235,3.89,46.36,2.29,40,30134,5104,12435,5703,7026,60402,52567,-7835,-14.9,Livrée,5
L02173,2020-11-13,E002,R007,V007,C0397,620,16.03,184.93,9.5,43,120204,13751,44060,16335,7084,201434,527149,325715,61.79,Livrée,5
L02174,2020-11-13,E005,R006,V003,C0337,195,4.54,83.13,21.52,35,54034,4138,13398,4298,7322,83190,603966,520776,86.23,Livrée,5
L02175,2020-11-13,E004,R002,V006,C0341,340,7.69,133.45,15.85,101,86742,7179,22051,6683,8559,131214,457912,326698,71.35,Livrée,5
L02176,2020-11-13,E005,R006,V006,C0279,195,3.92,71.57,15.06,66,46520,5786,10816,3369,11526,78017,433503,355486,82.0,Livrée,5
L02177,2020-11-13,E002,R013,V001,C0353,420,7.48,152.88,16.64,24,99372,9615,17580,9852,7249,143668,1006262,862594,85.72,Livrée,4
L02178,2020-11-13,E006,R012,V008,C0434,35,0.48,7.55,4.38,12,4908,0,1276,858,7188,14230,19684,5454,27.71,Livrée,5
L02179,2020-11-14,E005,R015,V005,C0380,45,0.54,5.24,0.78,154,3406,0,1497,897,5034,10834,3014,-7820,-259.46,Livrée,5
L02180,2020-11-14,E005,R011,V008,C0463,275,6.14,51.23,2.73,99,33300,9322,12591,4299,5382,64894,101486,36592,36.06,Livrée,4
L02181,2020-11-14,E006,R009,V008,C0462,120,2.66,27.05,3.6,95,17582,2669,5861,2020,7515,35647,42333,6686,15.79,Livrée,5
L02182,2020-11-14,E002,R015,V006,C0201,45,0.8,15.01,17.23,154,9756,0,2311,1117,10306,23490,74823,51333,68.61,Livrée,4
L02183,2020-11-14,E006,R002,V007,C0492,340,7.49,108.02,7.89,72,70213,10471,17982,9422,6000,114088,319791,205703,64.32,Livrée,5
L02184,2020-11-14,E001,R001,V007,C0293,420,7.33,122.27,9.51,109,79476,9975,21962,11281,8353,131047,336031,204984,61.0,Livrée,5
L02185,2020-11-14,E004,R011,V002,C0286,275,5.99,79.08,11.3,192,51402,6023,16852,7831,7383,89491,419425,329934,78.66,Livrée,5
L02186,2020-11-15,E006,R013,V003,C0221,420,7.1,200.85,16.81,43,130552,10707,15232,7262,9973,173726,967000,793274,82.03,Livrée,5
L02187,2020-11-15,E002,R005,V002,C0407,185,2.81,49.12,7.41,171,31928,4049,7789,4927,10126,58819,119807,60988,50.91,Livrée,4
L02188,2020-11-15,E003,R011,V005,C0162,275,5.37,35.54,0.77,96,23101,5537,11494,6638,6277,53047,21839,-31208,-142.9,Livrée,4
L02189,2020-11-15,E001,R006,V004,C0448,195,4.32,34.16,3.05,84,22204,5250,13191,3128,7327,51100,73586,22486,30.56,Livrée,4
L02190,2020-11-15,E003,R003,V007,C0183,165,2.4,53.37,10.57,6,34690,3564,8007,3375,9372,59008,171961,112953,65.69,Livrée,5
L02191,2020-11-15,E006,R008,V007,C0455,235,4.48,63.72,8.52,37,41418,7091,9452,6054,7267,71282,248172,176890,71.28,Livrée,5
L02192,2020-11-15,E001,R007,V001,C0373,620,15.98,205.0,15.37,8,133250,20324,49681,14673,5898,223826,1298931,1075105,82.77,Livrée,5
L02193,2020-11-16,E004,R002,V001,C0265,340,6.55,135.75,15.77,133,88238,10747,15437,10014,5981,130417,737266,606849,82.31,Livrée,5
L02194,2020-11-16,E006,R012,V007,C0498,35,1.02,10.15,8.29,64,6598,0,2103,908,9487,19096,29726,10630,35.76,Livrée,4
L02195,2020-11-16,E004,R007,V003,C0132,620,16.23,283.98,13.61,196,184587,19449,38589,10245,10332,263202,1191948,928746,77.92,Livrée,5
L02196,2020-11-16,E005,R015,V006,C0322,45,1.04,17.55,14.98,12,11408,0,3260,725,10634,26027,68705,42678,62.12,Livrée,5
L02197,2020-11-16,E003,R015,V006,C0120,45,0.48,14.64,11.26,149,9516,0,1616,713,7562,19407,65619,46212,70.42,Livrée,5
L02198,2020-11-16,E001,R001,V007,C0380,420,7.39,122.02,10.65,103,79313,12409,16057,10612,5727,124118,523900,399782,76.31,Livrée,4
L02199,2020-11-16,E004,R009,V006,C0219,120,2.22,43.5,16.93,154,28275,2919,4866,2143,5004,43207,193627,150420,77.69,Livrée,5
L02200,2020-11-17,E002,R013,V001,C0417,420,7.12,160.82,17.49,7,104533,10938,23469,6904,7561,153405,788610,635205,80.55,Livrée,5
L02201,2020-11-17,E004,R007,V004,C0160,620,15.42,124.71,2.91,74,81062,21115,50480,13007,11930,177594,156169,-21425,-13.72,Livrée,4
L02202,2020-11-17,E002,R006,V006,C0300,195,3.58,72.83,10.5,187,47340,6787,8912,3808,11323,78170,275520,197350,71.63,Livrée,5
L02203,2020-11-17,E006,R013,V008,C0109,420,6.53,83.49,3.79,193,54268,12844,17835,10954,9694,105595,208505,102910,49.36,Livrée,5
L02204,2020-11-17,E001,R002,V002,C0238,340,7.37,99.91,7.18,47,64942,11514,20383,6526,7694,111059,275684,164625,59.72,Livrée,5
L02205,2020-11-17,E004,R003,V007,C0293,165,2.68,53.27,6.52,198,34626,4140,9229,3141,8095,59231,153097,93866,61.31,Livrée,5
L02206,2020-11-17,E004,R001,V006,C0475,420,7.95,171.2,10.47,174,111280,11145,24029,12552,7868,166874,498463,331589,66.52,En retard,2
L02207,2020-11-18,E001,R015,V008,C0476,45,0.29,9.21,2.85,130,5987,0,892,693,7894,15466,18855,3389,17.97,Livrée,5
L02208,2020-11-18,E004,R010,V004,C0067,340,6.89,63.7,3.29,166,41405,9574,21631,9470,9640,91720,99248,7528,7.59,Livrée,4
L02209,2020-11-18,E002,R013,V007,C0316,420,7.92,121.2,11.03,103,78780,12972,20717,7079,11192,130740,376545,245805,65.28,Livrée,5
L02210,2020-11-18,E004,R005,V008,C0187,185,2.7,35.05,4.56,191,22782,4122,8179,3606,5894,44583,75671,31088,41.08,Livrée,5
L02211,2020-11-18,E003,R009,V003,C0036,120,1.73,47.36,20.33,145,30784,3006,5923,3532,10893,54138,275358,221220,80.34,Livrée,5
L02212,2020-11-18,E006,R013,V003,C0049,420,7.6,163.03,17.25,61,105970,9817,26178,8411,6879,157255,625842,468587,74.87,Livrée,5
L02213,2020-11-18,E005,R006,V008,C0256,195,3.73,41.41,4.0,11,26916,4193,7694,5445,10320,54568,75469,20901,27.69,Livrée,5
L02214,2020-11-19,E002,R005,V001,C0435,185,3.8,67.73,15.25,162,44024,5755,11274,3932,7044,72029,234534,162505,69.29,Livrée,5
L02215,2020-11-19,E003,R012,V004,C0107,35,0.92,5.85,3.04,42,3802,0,3128,813,11466,19209,9498,-9711,-102.24,Livrée,5
L02216,2020-11-19,E006,R003,V008,C0008,165,2.28,37.41,2.75,74,24316,4471,5589,3754,10760,48890,46428,-2462,-5.3,Livrée,4
L02217,2020-11-19,E001,R005,V002,C0236,185,3.18,55.23,11.34,150,35900,4795,9085,5526,8749,64055,185560,121505,65.48,Livrée,5
L02218,2020-11-19,E002,R008,V004,C0178,235,4.22,44.56,1.89,177,28964,7845,9772,6613,11541,64735,43590,-21145,-48.51,Livrée,4
L02219,2020-11-19,E005,R012,V002,C0242,35,0.67,10.35,6.25,44,6728,0,1896,637,9687,18948,31965,13017,40.72,Livrée,5
L02220,2020-11-20,E006,R002,V002,C0041,340,6.55,95.71,8.24,21,62211,11273,13790,5752,11270,104296,251429,147133,58.52,Livrée,5
L02221,2020-11-20,E005,R005,V004,C0357,185,2.83,37.41,2.59,59,24316,6046,5758,4387,6710,47217,48927,1710,3.5,Livrée,5
L02222,2020-11-20,E001,R006,V007,C0245,195,3.99,52.42,9.72,23,34073,6736,9025,4777,5579,60190,182083,121893,66.94,Livrée,5
L02223,2020-11-20,E001,R010,V005,C0113,340,7.1,37.99,0.9,8,24694,7832,22015,5279,5783,65603,26523,-39080,-147.34,Livrée,5
L02224,2020-11-20,E002,R008,V004,C0365,235,4.72,38.77,1.83,120,25201,7735,15266,3880,5176,57258,54584,-2674,-4.9,Livrée,5
L02225,2020-11-20,E004,R008,V008,C0256,235,3.68,52.18,4.51,115,33917,5855,12804,4882,6841,64299,138342,74043,53.52,Livrée,4
L02226,2020-11-20,E001,R015,V007,C0166,45,1.63,13.17,9.36,191,8560,0,3849,1112,11682,25203,43833,18630,42.5,Livrée,5
L02227,2020-11-21,E006,R005,V002,C0342,185,3.12,53.02,10.32,27,34463,5512,7617,5340,11324,64256,163199,98943,60.63,Livrée,4
L02228,2020-11-21,E004,R009,V007,C0078,120,1.68,36.9,6.86,46,23985,3350,5189,2584,9853,44961,117910,72949,61.87,Livrée,3
L02229,2020-11-21,E003,R004,V007,C0207,275,5.07,81.66,7.44,151,53079,6841,17714,8209,6647,92490,291099,198609,68.23,Livrée,4
L02230,2020-11-21,E005,R012,V006,C0311,35,0.18,13.36,17.57,180,8684,0,549,625,10446,20304,59741,39437,66.01,Livrée,5
L02231,2020-11-21,E004,R009,V008,C0366,120,1.74,27.32,2.61,44,17758,2691,5467,2415,9016,37347,34799,-2548,-7.32,Livrée,4
L02232,2020-11-21,E005,R011,V003,C0196,275,5.05,108.35,13.49,34,70428,8510,16259,5101,6608,106906,298862,191956,64.23,Livrée,4
L02233,2020-11-21,E004,R007,V003,C0402,620,15.22,283.28,19.69,163,184132,17735,51898,16723,10969,281457,1276458,995001,77.95,Livrée,4
L02234,2020-11-22,E003,R006,V008,C0321,195,4.5,35.98,3.78,109,23387,6436,11355,3797,9363,54338,72119,17781,24.66,Livrée,4
L02235,2020-11-22,E001,R004,V008,C0064,275,5.01,54.15,4.39,142,35198,5688,16410,7782,8628,73706,138798,65092,46.9,Livrée,5
L02236,2020-11-22,E003,R002,V001,C0140,340,6.69,123.82,18.0,178,80483,7651,15134,5153,9293,117714,791918,674204,85.14,Livrée,5
L02237,2020-11-22,E001,R008,V003,C0374,235,3.86,97.93,14.64,49,63655,4987,11390,4141,10340,94513,505778,411265,81.31,Livrée,5
L02238,2020-11-22,E001,R006,V005,C0425,195,3.49,21.59,1.22,63,14034,5753,10282,3490,11107,44666,23168,-21498,-92.79,Livrée,4
L02239,2020-11-22,E005,R012,V002,C0042,35,0.31,9.68,11.27,151,6292,0,721,679,7013,14705,53094,38389,72.3,Livrée,5
L02240,2020-11-22,E006,R015,V004,C0373,45,0.34,8.41,3.13,122,5466,0,826,805,5347,12444,12327,-117,-0.95,Livrée,4
L02241,2020-11-23,E003,R003,V004,C0444,165,2.68,28.13,2.54,40,18284,5315,6685,4572,5306,40162,53244,13082,24.57,Annulée,1
L02242,2020-11-23,E004,R007,V005,C0306,620,15.15,72.87,1.17,37,47366,20691,47702,11460,11675,138894,87093,-51801,-59.48,Livrée,4
L02243,2020-11-23,E003,R010,V003,C0209,340,6.82,159.76,18.67,181,103844,10941,20541,6419,11792,153537,603683,450146,74.57,En retard,1
L02244,2020-11-23,E005,R007,V002,C0467,620,16.42,165.46,11.14,135,107549,16405,35245,10574,6988,176761,704661,527900,74.92,Livrée,4
L02245,2020-11-23,E001,R006,V003,C0420,195,4.76,92.69,20.06,169,60248,6096,11256,5840,7276,90716,360896,270180,74.86,Livrée,5
L02246,2020-11-23,E005,R002,V007,C0304,340,6.67,89.03,9.35,166,57870,11247,14699,9578,9205,102599,367686,265087,72.1,Livrée,5
L02247,2020-11-23,E002,R008,V001,C0455,235,4.27,85.4,14.28,187,55510,5736,12383,5074,10639,89342,390141,300799,77.1,Livrée,5
L02248,2020-11-24,E002,R001,V003,C0073,420,7.34,174.94,21.84,117,113711,10921,24953,7707,5850,163142,916595,753453,82.2,Livrée,5
L02249,2020-11-24,E004,R013,V001,C0392,420,7.39,162.47,11.67,73,105606,10884,22279,11559,10906,161234,596223,434989,72.96,Livrée,4
L02250,2020-11-24,E005,R001,V008,C0153,420,7.38,96.26,4.72,101,62569,11166,24086,11456,11356,120633,185739,65106,35.05,Livrée,4
L02251,2020-11-24,E004,R006,V008,C0135,195,4.65,38.38,4.29,60,24947,4038,12856,4312,5600,51753,104738,52985,50.59,Livrée,4
L02252,2020-11-24,E004,R005,V004,C0362,185,3.69,33.2,2.99,34,21580,5447,8418,5510,10573,51528,44939,-6589,-14.66,Livrée,5
L02253,2020-11-24,E002,R009,V002,C0264,120,2.67,33.74,6.71,69,21931,3009,5635,3593,11692,45860,86442,40582,46.95,Livrée,4
L02254,2020-11-24,E004,R013,V006,C0216,420,7.58,172.21,15.35,41,111936,13909,23739,10691,11063,171338,808253,636915,78.8,Livrée,3
L02255,2020-11-25,E002,R012,V007,C0209,35,0.85,9.23,9.93,16,6000,0,2037,1007,11736,20780,28377,7597,26.77,Livrée,3
L02256,2020-11-25,E001,R007,V001,C0204,620,16.3,245.92,17.35,47,159848,18199,53606,12273,5192,249118,1409103,1159985,82.32,Livrée,5
L02257,2020-11-25,E005,R002,V003,C0110,340,6.59,140.27,14.43,28,91176,10660,13568,7176,9656,132236,526508,394272,74.88,Livrée,5
L02258,2020-11-25,E004,R013,V008,C0031,420,7.95,75.69,3.79,23,49198,14085,21066,10483,10957,105789,143010,37221,26.03,Livrée,5
L02259,2020-11-25,E002,R012,V007,C0012,35,0.94,10.22,9.49,77,6643,0,2308,938,10119,20008,31838,11830,37.16,Livrée,4
L02260,2020-11-25,E003,R007,V003,C0127,620,15.86,297.52,16.27,104,193388,12544,55471,15730,10829,287962,1369760,1081798,78.98,Livrée,5
L02261,2020-11-25,E004,R015,V007,C0313,45,0.74,13.91,10.83,138,9042,0,2516,971,7471,20000,52234,32234,61.71,Livrée,4
L02262,2020-11-26,E006,R003,V004,C0194,165,2.78,27.25,2.88,58,17712,4815,6907,3313,8354,41101,40709,-392,-0.96,Livrée,5
L02263,2020-11-26,E001,R001,V005,C0140,420,7.55,57.45,0.9,66,37342,12550,18219,7445,6629,82185,32816,-49369,-150.44,Livrée,4
L02264,2020-11-26,E001,R011,V007,C0027,275,5.92,73.01,8.33,74,47456,8817,12389,4564,7277,80503,209755,129252,61.62,Livrée,4
